"","date","produced_items","cost","cost.prev_month","cost.change_prev_month","cost.prev_year","cost.change_prev_year","orders_count","revenue","complaints_opened","complaints_closed","users_active","users_dropped_out","profit","profit.prev_month","profit.change_prev_month","profit.prev_year","profit.change_prev_year","orders_count.prev_month","orders_count.change_prev_month","orders_count.prev_year","orders_count.change_prev_year","revenue.prev_month","revenue.change_prev_month","revenue.prev_year","revenue.change_prev_year","produced_items.prev_month","produced_items.change_prev_month","produced_items.prev_year","produced_items.change_prev_year","users_active.prev_month","users_active.change_prev_month","users_active.prev_year","users_active.change_prev_year","users_dropped_out.prev_month","users_dropped_out.change_prev_month","users_dropped_out.prev_year","users_dropped_out.change_prev_year","complaints_opened.prev_month","complaints_opened.change_prev_month","complaints_opened.prev_year","complaints_opened.change_prev_year","complaints_closed.prev_month","complaints_closed.change_prev_month","complaints_closed.prev_year","complaints_closed.change_prev_year"
"806",2018-03-16,90,528,666,-138,606,-78,221,3536,89,76,795,169,3008,3238,-230,914,2094,244,-23,95,126,3904,-368,1520,2016,113,-23,103,-13,864,-69,417,378,163,6,65,104,92,-3,81,8,78,-2,73,3
"807",2018-03-17,110,648,660,-12,666,-18,212,3392,85,74,768,138,2744,2812,-68,438,2306,217,-5,69,143,3472,-80,1104,2288,112,-2,113,-3,783,-15,339,429,168,-30,79,59,85,0,93,-8,75,-1,78,-4
"808",2018-03-18,93,546,576,-30,678,-132,262,4192,88,75,918,192,3646,3056,590,570,3076,227,35,78,184,3632,560,1248,2944,98,-5,115,-22,813,105,366,552,165,27,67,125,87,1,83,5,76,-1,74,1
"809",2018-03-19,111,654,642,12,654,0,240,3840,96,80,852,163,3186,3310,-124,1650,1536,247,-7,144,96,3952,-112,2304,1536,109,2,111,0,873,-21,564,288,161,2,119,44,86,10,86,10,73,7,76,4
"810",2018-03-20,117,690,552,138,666,24,214,3424,97,87,774,158,2734,2968,-234,1030,1704,220,-6,106,108,3520,-96,1696,1728,94,23,113,4,792,-18,450,324,169,-11,89,69,87,10,88,9,73,14,75,12
"811",2018-03-21,105,618,546,72,576,42,200,3200,100,87,732,142,2582,3262,-680,1248,1334,238,-38,114,86,3808,-608,1824,1376,93,12,98,7,846,-114,474,258,150,-8,86,56,97,3,91,9,83,4,79,8
"812",2018-03-22,106,624,696,-72,600,24,211,3376,98,91,765,153,2752,3240,-488,840,1912,246,-35,90,121,3936,-560,1440,1936,118,-12,102,4,870,-105,402,363,180,-27,94,59,85,13,87,11,76,15,76,15
"813",2018-03-23,109,642,570,72,564,78,260,4160,87,70,912,182,3518,3478,40,1548,1970,253,7,132,128,4048,112,2112,2048,97,12,96,13,891,21,528,384,190,-8,112,70,89,-2,85,2,76,-6,73,-3
"814",2018-03-24,90,528,558,-30,606,-78,259,4144,82,72,909,193,3616,2962,654,1154,2462,220,39,110,149,3520,624,1760,2384,95,-5,103,-13,792,117,462,447,153,40,87,106,90,-8,94,-12,80,-8,76,-4
"815",2018-03-25,97,570,564,6,624,-54,236,3776,85,73,840,172,3206,2556,650,1216,1990,195,41,115,121,3120,656,1840,1936,96,1,106,-9,717,123,477,363,146,26,87,85,96,-11,92,-7,80,-7,80,-7
"816",2018-03-26,118,696,612,84,702,-6,196,3136,92,79,720,133,2440,3756,-1316,2050,390,273,-77,172,24,4368,-1232,2752,384,104,14,119,-1,951,-231,648,72,185,-52,135,-2,86,6,89,3,79,0,78,1
"817",2018-03-27,93,546,558,-12,606,-60,207,3312,89,81,753,151,2766,3618,-852,1186,1580,261,-54,112,95,4176,-864,1792,1520,95,-2,103,-10,915,-162,468,285,175,-24,88,63,93,-4,83,6,78,3,75,6
"818",2018-03-28,98,576,702,-126,618,-42,213,3408,85,67,771,161,2832,3394,-562,1270,1562,256,-43,118,95,4096,-688,1888,1520,119,-21,105,-7,900,-129,486,285,182,-21,105,56,92,-7,93,-8,81,-14,82,-15
"819",2018-03-29,94,552,NA,NA,582,-30,247,3952,89,82,873,161,3400,NA,NA,1690,1710,NA,NA,142,105,NA,NA,2272,1680,NA,NA,99,-5,NA,NA,558,315,NA,NA,114,47,NA,NA,98,-9,NA,NA,81,1
"820",2018-03-30,98,576,NA,NA,678,-102,210,3360,90,78,762,175,2784,NA,NA,874,1910,NA,NA,97,113,NA,NA,1552,1808,NA,NA,115,-17,NA,NA,423,339,NA,NA,84,91,NA,NA,85,5,NA,NA,75,3
"821",2018-03-31,98,576,NA,NA,546,30,296,4736,93,79,1020,187,4160,NA,NA,1166,2994,NA,NA,107,189,NA,NA,1712,3024,NA,NA,93,5,NA,NA,453,567,NA,NA,84,103,NA,NA,86,7,NA,NA,73,6
"822",2018-04-01,119,702,678,24,684,18,217,3472,90,78,783,165,2770,3690,-920,884,1886,273,-56,98,119,4368,-896,1568,1904,115,4,116,3,951,-168,426,357,199,-34,90,75,95,-5,90,0,80,-2,77,1
"823",2018-04-02,98,576,564,12,576,0,193,3088,99,86,711,148,2512,3276,-764,1360,1152,240,-47,121,72,3840,-752,1936,1152,96,2,98,0,852,-141,495,216,157,-9,92,56,84,15,104,-5,77,9,91,-5
"824",2018-04-03,98,576,684,-108,636,-60,254,4064,93,84,894,159,3488,2564,924,452,3036,203,51,68,186,3248,816,1088,2976,116,-18,108,-10,741,153,336,558,168,-9,78,81,88,5,101,-8,74,10,89,-5
"825",2018-04-04,119,702,540,162,564,138,225,3600,78,66,807,172,2898,3300,-402,1852,1046,240,-15,151,74,3840,-240,2416,1184,92,27,96,23,852,-45,585,222,152,20,104,68,94,-16,98,-20,82,-16,88,-22
"826",2018-04-05,110,648,678,-30,690,-42,260,4160,88,75,912,175,3512,3498,14,2254,1258,261,-1,184,76,4176,-16,2944,1216,115,-5,117,-7,915,-3,684,228,194,-19,130,45,92,-4,88,0,81,-6,76,-1
"827",2018-04-06,93,546,630,-84,678,-132,280,4480,78,68,972,202,3934,2218,1716,874,3060,178,102,97,183,2848,1632,1552,2928,107,-14,115,-22,666,306,423,549,138,64,92,110,86,-8,97,-19,74,-6,86,-18
"828",2018-04-07,102,600,672,-72,540,60,253,4048,89,72,891,170,3448,3088,360,2052,1396,235,18,162,91,3760,288,2592,1456,114,-12,92,10,837,54,618,273,171,-1,123,47,89,0,88,1,75,-3,79,-7
"829",2018-04-08,99,582,690,-108,648,-66,251,4016,86,79,885,182,3434,3774,-340,1496,1938,279,-28,134,117,4464,-448,2144,1872,117,-18,110,-11,969,-84,534,351,178,4,106,76,93,-7,87,-1,80,-1,70,9
"830",2018-04-09,98,576,636,-60,552,24,227,3632,77,63,813,162,3056,3268,-212,1656,1400,244,-17,138,89,3904,-272,2208,1424,108,-10,94,4,864,-51,546,267,182,-20,106,56,93,-16,94,-17,81,-18,83,-20
"831",2018-04-10,108,636,672,-36,690,-54,210,3360,91,76,762,151,2724,2816,-92,894,1830,218,-8,99,111,3488,-128,1584,1776,114,-6,117,-9,786,-24,429,333,141,10,95,56,88,3,98,-7,76,0,87,-11
"832",2018-04-11,103,606,648,-42,546,60,233,3728,95,86,831,172,3122,2552,570,1390,1732,200,33,121,112,3200,528,1936,1792,110,-7,93,10,732,99,495,336,149,23,99,73,89,6,83,12,81,5,74,12
"833",2018-04-12,102,600,534,66,660,-60,184,2944,84,72,684,143,2344,4186,-1842,1324,1020,295,-111,124,60,4720,-1776,1984,960,91,11,112,-10,1017,-333,504,180,207,-64,115,28,89,-5,94,-10,75,-3,76,-4
"834",2018-04-13,93,546,684,-138,588,-42,259,4144,92,77,909,167,3598,3108,490,1316,2282,237,22,119,140,3792,352,1904,2240,116,-23,100,-7,843,66,489,420,173,-6,94,73,88,4,79,13,77,0,73,4
"835",2018-04-14,101,594,528,66,588,6,230,3680,100,88,822,174,3086,2608,478,1780,1306,196,34,148,82,3136,544,2368,1312,90,11,100,1,720,102,576,246,154,20,100,74,91,9,88,12,81,7,76,12
"836",2018-04-15,109,642,534,108,570,72,227,3632,94,86,813,161,2990,3626,-636,630,2360,260,-33,75,152,4160,-528,1200,2432,91,18,97,12,912,-99,357,456,172,-11,84,77,88,6,95,-1,75,11,79,7
"837",2018-04-16,90,528,528,0,534,-6,252,4032,88,77,888,166,3504,3008,496,906,2598,221,31,90,162,3536,496,1440,2592,90,0,91,-1,795,93,402,486,169,-3,73,93,89,-1,87,1,76,1,77,0
"838",2018-04-17,119,702,648,54,570,132,245,3920,94,76,867,173,3218,2744,474,1958,1260,212,33,158,87,3392,528,2528,1392,110,9,97,22,768,99,606,261,138,35,119,54,85,9,89,5,74,2,75,1
"839",2018-04-18,119,702,546,156,660,42,207,3312,95,88,753,172,2610,3646,-1036,556,2054,262,-55,76,131,4192,-880,1216,2096,93,26,112,7,918,-165,360,393,192,-20,80,92,88,7,83,12,75,13,74,14
"840",2018-04-19,113,666,654,12,660,6,279,4464,88,73,969,174,3798,3186,612,2012,1786,240,39,167,112,3840,624,2672,1792,111,2,112,1,852,117,633,336,163,11,120,54,96,-8,97,-9,80,-7,80,-7
"841",2018-04-20,98,576,690,-114,540,36,220,3520,100,88,792,176,2944,2734,210,1284,1660,214,6,114,106,3424,96,1824,1696,117,-19,92,6,774,18,474,318,158,18,103,73,97,3,93,7,87,1,85,3
"842",2018-04-21,106,624,618,6,570,54,245,3920,79,71,867,159,3296,2582,714,2566,730,200,45,196,49,3200,720,3136,784,105,1,97,9,732,135,720,147,142,17,138,21,100,-21,90,-11,87,-16,78,-7
"843",2018-04-22,111,654,624,30,540,114,217,3472,91,76,783,164,2818,2752,66,884,1934,211,6,89,128,3376,96,1424,2048,106,5,92,19,765,18,399,384,153,11,91,73,98,-7,92,-1,91,-15,80,-4
"844",2018-04-23,101,594,642,-48,528,66,238,3808,97,85,846,168,3214,3518,-304,1920,1294,260,-22,153,85,4160,-352,2448,1360,109,-8,90,11,912,-66,591,255,182,-14,108,60,87,10,97,0,70,15,85,0
"845",2018-04-24,95,558,528,30,534,24,209,3344,97,84,759,136,2786,3616,-830,1914,872,259,-50,153,56,4144,-800,2448,896,90,5,91,4,909,-150,591,168,193,-57,112,24,82,15,87,10,72,12,75,9
"846",2018-04-25,119,702,570,132,666,36,229,3664,91,78,819,179,2962,3206,-244,70,2892,236,-7,46,183,3776,-112,736,2928,97,22,113,6,840,-21,270,549,172,7,76,103,85,6,87,4,73,5,77,1
"847",2018-04-26,117,690,696,-6,690,0,265,4240,94,82,927,183,3550,2440,1110,1054,2496,196,69,109,156,3136,1104,1744,2496,118,-1,117,0,720,207,459,468,133,50,91,92,92,2,87,7,79,3,72,10
"848",2018-04-27,104,612,546,66,552,60,244,3904,97,87,864,171,3292,2766,526,1672,1620,207,37,139,105,3312,592,2224,1680,93,11,94,10,753,111,549,315,151,20,92,79,89,8,94,3,81,6,79,8
"849",2018-04-28,114,672,576,96,558,114,204,3264,87,74,744,157,2592,2832,-240,1026,1566,213,-9,99,105,3408,-144,1584,1680,98,16,95,19,771,-27,429,315,161,-4,100,57,85,2,92,-5,67,7,86,-12
"850",2018-04-29,102,600,552,48,606,-6,227,3632,98,90,813,161,3032,3400,-368,1138,1894,247,-20,109,118,3952,-320,1744,1888,94,8,103,-1,873,-60,459,354,161,0,90,71,89,9,94,4,82,8,81,9
"851",2018-04-30,94,552,576,-24,648,-96,234,3744,88,76,834,154,3192,2784,408,744,2448,210,24,87,147,3360,384,1392,2352,98,-4,110,-16,762,72,393,441,175,-21,82,72,90,-2,98,-10,78,-2,83,-7
"852",2018-05-01,102,600,702,-102,588,12,208,3328,86,74,756,162,2728,2770,-42,900,1828,217,-9,93,115,3472,-144,1488,1840,119,-17,100,2,783,-27,411,345,165,-3,73,89,90,-4,84,2,78,-4,76,-2
"853",2018-05-02,98,576,576,0,690,-114,156,2496,87,74,600,121,1920,2512,-592,1166,754,193,-37,116,40,3088,-592,1856,640,98,0,117,-19,711,-111,480,120,148,-27,99,22,99,-12,89,-2,86,-12,77,-3
"854",2018-05-03,102,600,576,24,690,-90,251,4016,96,81,885,163,3416,3488,-72,1742,1674,254,-3,152,99,4064,-48,2432,1584,98,4,117,-15,894,-9,588,297,159,4,101,62,93,3,83,13,84,-3,69,12
"855",2018-05-04,91,534,702,-168,678,-144,240,3840,89,76,852,186,3306,2898,408,1594,1712,225,15,142,98,3600,240,2272,1568,119,-28,115,-24,807,45,558,294,172,14,127,59,78,11,93,-4,66,10,80,-4
"856",2018-05-05,97,570,648,-78,648,-78,233,3728,87,76,831,153,3158,3512,-354,1000,2158,260,-27,103,130,4160,-432,1648,2080,110,-13,110,-13,912,-81,441,390,175,-22,72,81,88,-1,97,-10,75,1,86,-10
"857",2018-05-06,112,660,546,114,546,114,218,3488,86,75,786,168,2828,3934,-1106,1198,1630,280,-62,109,109,4480,-992,1744,1744,93,19,93,19,972,-186,459,327,202,-34,111,57,78,8,101,-15,68,7,86,-11
"858",2018-05-07,119,702,600,102,702,0,235,3760,97,86,837,165,3058,3448,-390,514,2544,253,-18,76,159,4048,-288,1216,2544,102,17,119,0,891,-54,360,477,170,-5,74,91,89,8,82,15,72,14,70,16
"859",2018-05-08,107,630,582,48,528,102,261,4176,92,76,915,168,3546,3434,112,928,2618,251,10,91,170,4016,160,1456,2720,99,8,90,17,885,30,405,510,182,-14,78,90,86,6,97,-5,79,-3,85,-9
"860",2018-05-09,101,594,576,18,558,36,220,3520,90,83,792,161,2926,3056,-130,962,1964,227,-7,95,125,3632,-112,1520,2000,98,3,95,6,813,-21,417,375,162,-1,85,76,77,13,89,1,63,20,77,6
"861",2018-05-10,92,540,636,-96,684,-144,256,4096,95,82,900,184,3556,2724,832,1476,2080,210,46,135,121,3360,736,2160,1936,108,-16,116,-24,762,138,537,363,151,33,95,89,91,4,91,4,76,6,83,-1
"862",2018-05-11,118,696,606,90,666,30,233,3728,88,77,831,157,3032,3122,-90,1046,1986,233,0,107,126,3728,0,1712,2016,103,15,113,5,831,0,453,378,172,-15,97,60,95,-7,87,1,86,-9,75,2
"863",2018-05-12,96,564,600,-36,690,-126,254,4064,91,75,894,180,3500,2344,1156,702,2798,184,70,87,167,2944,1120,1392,2672,102,-6,117,-21,684,210,393,501,143,37,84,96,84,7,92,-1,72,3,79,-4
"864",2018-05-13,113,666,546,120,660,6,210,3360,89,79,762,159,2694,3598,-904,1036,1658,259,-49,106,104,4144,-784,1696,1664,93,20,112,1,909,-147,450,312,167,-8,81,78,92,-3,96,-7,77,2,80,-1
"865",2018-05-14,106,624,594,30,636,-12,222,3552,82,72,798,173,2928,3086,-158,1124,1804,230,-8,110,112,3680,-128,1760,1792,101,5,108,-2,822,-24,462,336,174,-1,104,69,100,-18,90,-8,88,-16,80,-8
"866",2018-05-15,92,540,642,-102,606,-66,205,3280,89,74,747,138,2740,2990,-250,1794,946,227,-22,150,55,3632,-352,2400,880,109,-17,103,-11,813,-66,582,165,161,-23,102,36,94,-5,86,3,86,-12,74,0
"867",2018-05-16,115,678,528,150,588,90,234,3744,93,79,834,165,3066,3504,-438,740,2326,252,-18,83,151,4032,-288,1328,2416,90,25,100,15,888,-54,381,453,166,-1,87,78,88,5,93,0,77,2,79,0
"868",2018-05-17,119,702,702,0,678,24,228,3648,86,80,816,176,2946,3218,-272,874,2072,245,-17,97,131,3920,-272,1552,2096,119,0,115,4,867,-51,423,393,173,3,75,101,94,-8,91,-5,76,4,82,-2
"869",2018-05-18,113,666,702,-36,660,6,316,5056,88,72,1080,205,4390,2610,1780,1788,2602,207,109,153,163,3312,1744,2448,2608,119,-6,112,1,753,327,591,489,172,33,115,90,95,-7,86,2,88,-16,74,-2
"870",2018-05-19,98,576,666,-90,558,18,255,4080,93,80,897,180,3504,3798,-294,946,2558,279,-24,94,161,4464,-384,1504,2576,113,-15,95,3,969,-72,414,483,174,6,96,84,88,5,85,8,73,7,71,9
"871",2018-05-20,96,564,576,-12,528,36,269,4304,89,80,939,186,3740,2944,796,1648,2092,220,49,136,133,3520,784,2176,2128,98,-2,90,6,792,147,540,399,176,10,100,86,100,-11,85,4,88,-8,72,8
"872",2018-05-21,109,642,624,18,636,6,199,3184,81,71,729,141,2542,3296,-754,1428,1114,245,-46,129,70,3920,-736,2064,1120,106,3,108,1,867,-138,519,210,159,-18,103,38,79,2,93,-12,71,0,82,-11
"873",2018-05-22,111,654,654,0,588,66,234,3744,84,70,834,176,3090,2818,272,980,2110,217,17,98,136,3472,272,1568,2176,111,0,100,11,783,51,426,408,164,12,98,78,91,-7,90,-6,76,-6,81,-11
"874",2018-05-23,117,690,594,96,642,48,216,3456,84,70,780,160,2766,3214,-448,1262,1504,238,-22,119,97,3808,-352,1904,1552,101,16,109,8,846,-66,489,291,168,-8,84,76,97,-13,93,-9,85,-15,78,-8
"875",2018-05-24,112,660,558,102,534,126,279,4464,88,80,969,187,3804,2786,1018,1802,2002,209,70,146,133,3344,1120,2336,2128,95,17,91,21,759,210,570,399,136,51,107,80,97,-9,86,2,84,-4,79,1
"876",2018-05-25,102,600,702,-102,702,-102,215,3440,88,71,777,152,2840,2962,-122,1458,1382,229,-14,135,80,3664,-224,2160,1280,119,-17,119,-17,819,-42,537,240,179,-27,108,44,91,-3,91,-3,78,-7,73,-2
"877",2018-05-26,109,642,690,-48,534,108,264,4224,87,78,924,180,3582,3550,32,1418,2164,265,-1,122,142,4240,-16,1952,2272,117,-8,91,18,927,-3,498,426,183,-3,104,76,94,-7,96,-9,82,-4,84,-6
"878",2018-05-27,109,642,612,30,582,60,287,4592,84,72,993,207,3950,3292,658,1642,2308,244,43,139,148,3904,688,2224,2368,104,5,99,10,864,129,549,444,171,36,114,93,97,-13,93,-9,87,-15,84,-12
"879",2018-05-28,101,594,672,-78,540,54,229,3664,94,81,819,171,3070,2592,478,1300,1770,204,25,115,114,3264,400,1840,1824,114,-13,92,9,744,75,477,342,157,14,89,82,87,7,85,9,74,7,74,7
"880",2018-05-29,102,600,600,0,606,-6,267,4272,90,78,933,185,3672,3032,640,898,2774,227,40,94,173,3632,640,1504,2768,102,0,103,-1,813,120,414,519,161,24,77,108,98,-8,87,3,90,-12,72,6
"881",2018-05-30,114,672,552,120,666,6,201,3216,90,80,735,151,2544,3192,-648,2054,490,234,-33,170,31,3744,-528,2720,496,94,20,113,1,834,-99,642,93,154,-3,134,17,88,2,91,-1,76,4,82,-2
"882",2018-05-31,112,660,NA,NA,696,-36,195,3120,96,79,717,147,2460,NA,NA,1320,1140,NA,NA,126,69,NA,NA,2016,1104,NA,NA,118,-6,NA,NA,510,207,NA,NA,107,40,NA,NA,88,8,NA,NA,73,6
"883",2018-06-01,120,708,600,108,624,84,180,2880,94,86,672,133,2172,2728,-556,2176,-4,208,-28,175,5,3328,-448,2800,80,102,18,106,14,756,-84,657,15,162,-29,124,9,86,8,93,1,74,12,80,6
"884",2018-06-02,92,540,576,-36,684,-144,218,3488,92,82,786,142,2948,1920,1028,884,2064,156,62,98,120,2496,992,1568,1920,98,-6,116,-24,600,186,426,360,121,21,87,55,87,5,94,-2,74,8,83,-1
"885",2018-06-03,102,600,600,0,684,-84,283,4528,82,67,981,195,3928,3416,512,1668,2260,251,32,147,136,4016,512,2352,2176,102,0,116,-14,885,96,573,408,163,32,122,73,96,-14,90,-8,81,-14,81,-14
"886",2018-06-04,91,534,534,0,618,-84,270,4320,95,83,942,191,3786,3306,480,1030,2756,240,30,103,167,3840,480,1648,2672,91,0,105,-14,852,90,441,501,186,5,94,97,89,6,93,2,76,7,78,5
"887",2018-06-05,91,534,570,-36,618,-84,232,3712,87,74,828,172,3178,3158,20,1334,1844,233,-1,122,110,3728,-16,1952,1760,97,-6,105,-14,831,-3,498,330,153,19,96,76,87,0,80,7,76,-2,73,1
"888",2018-06-06,114,672,660,12,534,138,201,3216,94,81,735,151,2544,2828,-284,1562,982,218,-17,131,70,3488,-272,2096,1120,112,2,91,23,786,-51,525,210,168,-17,100,51,86,8,90,4,75,6,78,3
"889",2018-06-07,95,558,702,-144,546,12,254,4064,91,81,894,165,3506,3058,448,1342,2164,235,19,118,136,3760,304,1888,2176,119,-24,93,2,837,57,486,408,165,0,86,79,97,-6,92,-1,86,-5,74,7
"890",2018-06-08,101,594,630,-36,612,-18,230,3680,90,81,822,160,3086,3546,-460,1516,1570,261,-31,133,97,4176,-496,2128,1552,107,-6,104,-3,915,-93,531,291,168,-8,110,50,92,-2,93,-3,76,5,85,-4
"891",2018-06-09,113,666,594,72,534,132,215,3440,87,72,777,165,2774,2926,-152,1242,1532,220,-5,111,104,3520,-80,1776,1664,101,12,91,22,792,-15,465,312,161,4,103,62,90,-3,92,-5,83,-11,76,-4
"892",2018-06-10,118,696,540,156,696,0,206,3296,100,87,750,157,2600,3556,-956,1528,1072,256,-50,139,67,4096,-800,2224,1072,92,26,118,0,900,-150,549,201,184,-27,98,59,95,5,94,6,82,5,86,1
"893",2018-06-11,109,642,696,-54,600,42,212,3392,82,74,768,143,2750,3032,-282,1096,1654,233,-21,106,106,3728,-336,1696,1696,118,-9,102,7,831,-63,450,318,157,-14,101,42,88,-6,101,-19,77,-3,85,-11
"894",2018-06-12,96,564,564,0,582,-18,232,3712,95,77,828,165,3148,3500,-352,1690,1458,254,-22,142,90,4064,-352,2272,1440,96,0,99,-3,894,-66,558,270,180,-15,100,65,91,4,94,1,75,2,83,-6
"895",2018-06-13,116,684,666,18,666,18,224,3584,87,81,804,176,2900,2694,206,-42,2942,210,14,39,185,3360,224,624,2960,113,3,113,3,762,42,249,555,159,17,64,112,89,-2,91,-4,79,2,81,0
"896",2018-06-14,93,546,624,-78,630,-84,201,3216,91,73,735,150,2670,2928,-258,2010,660,222,-21,165,36,3552,-336,2640,576,106,-13,107,-14,798,-63,627,108,173,-23,118,32,82,9,81,10,72,1,72,1
"897",2018-06-15,102,600,540,60,558,42,314,5024,100,89,1074,203,4424,2740,1684,3058,1366,205,109,226,88,3280,1744,3616,1408,92,10,95,7,747,327,810,264,138,65,162,41,89,11,93,7,74,15,79,10
"898",2018-06-16,90,528,678,-150,678,-150,235,3760,89,77,837,166,3232,3066,166,3450,-218,234,1,258,-23,3744,16,4128,-368,115,-25,115,-25,834,3,906,-69,165,1,167,-1,93,-4,85,4,79,-2,75,2
"899",2018-06-17,114,672,702,-30,678,-6,184,2944,100,88,684,142,2272,2946,-674,2746,-474,228,-44,214,-30,3648,-704,3424,-480,119,-5,115,-1,816,-132,774,-90,176,-34,149,-7,86,14,91,9,80,8,73,15
"900",2018-06-18,120,708,666,42,558,150,211,3376,78,71,765,150,2668,4390,-1722,3650,-982,316,-105,263,-52,5056,-1680,4208,-832,113,7,95,25,1080,-315,921,-156,205,-55,202,-52,88,-10,101,-23,72,-1,90,-19
"901",2018-06-19,93,546,576,-30,588,-42,238,3808,89,74,846,177,3262,3504,-242,3428,-166,255,-17,251,-13,4080,-272,4016,-208,98,-5,100,-7,897,-51,885,-39,180,-3,177,0,93,-4,91,-2,80,-6,79,-5
"902",2018-06-20,93,546,564,-18,582,-36,265,4240,87,76,927,174,3694,3740,-46,4234,-540,269,-4,301,-36,4304,-64,4816,-576,96,-3,99,-6,939,-12,1035,-108,186,-12,192,-18,89,-2,102,-15,80,-4,92,-16
"903",2018-06-21,119,702,642,60,606,96,246,3936,86,75,870,172,3234,2542,692,3474,-240,199,47,255,-9,3184,752,4080,-144,109,10,103,16,729,141,897,-27,141,31,192,-20,81,5,98,-12,71,4,86,-11
"904",2018-06-22,118,696,654,42,642,54,290,4640,88,77,1002,191,3944,3090,854,3966,-22,234,56,288,2,3744,896,4608,32,111,7,109,9,834,168,996,6,176,15,184,7,84,4,89,-1,70,7,80,-3
"905",2018-06-23,104,612,690,-78,576,36,231,3696,88,75,825,181,3084,2766,318,3376,-292,216,15,247,-16,3456,240,3952,-256,117,-13,98,6,780,45,873,-48,160,21,185,-4,84,4,92,-4,70,5,74,1
"906",2018-06-24,118,696,660,36,564,132,228,3648,93,76,816,146,2952,3804,-852,3132,-180,279,-51,231,-3,4464,-816,3696,-48,112,6,96,22,969,-153,825,-9,187,-41,172,-26,88,5,94,-1,80,-4,85,-9
"907",2018-06-25,92,540,600,-60,552,-12,249,3984,83,75,879,185,3444,2840,604,3752,-308,215,34,269,-20,3440,544,4304,-320,102,-10,94,-2,777,102,939,-60,152,33,171,14,88,-5,94,-11,71,4,80,-5
"908",2018-06-26,95,558,642,-84,654,-96,208,3328,95,81,756,159,2770,3582,-812,2098,672,264,-56,172,36,4224,-896,2752,576,109,-14,111,-16,924,-168,648,108,180,-21,147,12,87,8,94,1,78,3,82,-1
"909",2018-06-27,108,636,642,-6,558,78,232,3712,98,85,828,154,3076,3950,-874,3794,-718,287,-55,272,-40,4592,-880,4352,-640,109,-1,95,13,993,-165,948,-120,207,-53,173,-19,84,14,88,10,72,13,81,4
"910",2018-06-28,113,666,594,72,534,132,235,3760,91,83,837,164,3094,3070,24,3530,-436,229,6,254,-19,3664,96,4064,-304,101,12,91,22,819,18,894,-57,171,-7,180,-16,94,-3,83,8,81,2,69,14
"911",2018-06-29,102,600,600,0,540,60,217,3472,94,77,783,166,2872,3672,-800,3636,-764,267,-50,261,-44,4272,-800,4176,-704,102,0,92,10,933,-150,915,-132,185,-19,188,-22,90,4,97,-3,78,-1,83,-6
"912",2018-06-30,97,570,672,-102,684,-114,201,3216,81,73,735,142,2646,2544,102,3924,-1278,201,0,288,-87,3216,0,4608,-1392,114,-17,116,-19,735,0,996,-261,151,-9,205,-63,90,-9,94,-13,80,-7,84,-11
"913",2018-07-01,97,570,708,-138,666,-96,232,3712,94,79,828,174,3142,2172,970,3062,80,180,52,233,-1,2880,832,3728,-16,120,-23,113,-16,672,156,831,-3,133,41,174,0,94,0,84,10,86,-7,69,10
"914",2018-07-02,105,618,540,78,540,78,280,4480,81,73,972,193,3862,2948,914,3876,-14,218,62,276,4,3488,992,4416,64,92,13,92,13,786,186,960,12,142,51,186,7,92,-11,87,-6,82,-9,74,-1
"915",2018-07-03,117,690,600,90,570,120,190,3040,90,76,702,143,2350,3928,-1578,3222,-872,283,-93,237,-47,4528,-1488,3792,-752,102,15,97,20,981,-279,843,-141,195,-52,157,-14,82,8,94,-4,67,9,84,-8
"916",2018-07-04,91,534,534,0,588,-54,218,3488,85,75,786,167,2954,3786,-832,2340,614,270,-52,183,35,4320,-832,2928,560,91,0,100,-9,942,-156,681,105,191,-24,148,19,95,-10,89,-4,83,-8,80,-5
"917",2018-07-05,97,570,534,36,558,12,290,4640,92,75,1002,186,4070,3178,892,2706,1364,232,58,204,86,3712,928,3264,1376,91,6,95,2,828,174,744,258,172,14,134,52,87,5,88,4,74,1,75,0
"918",2018-07-06,109,642,672,-30,594,48,220,3520,94,83,792,169,2878,2544,334,3102,-224,201,19,231,-11,3216,304,3696,-176,114,-5,101,8,735,57,825,-33,151,18,166,3,94,0,85,9,81,2,72,11
"919",2018-07-07,95,558,558,0,600,-42,228,3648,93,80,816,153,3090,3506,-416,3560,-470,254,-26,260,-32,4064,-416,4160,-512,95,0,102,-7,894,-78,912,-96,165,-12,186,-33,91,2,87,6,81,-1,74,6
"920",2018-07-08,119,702,594,108,678,24,230,3680,83,76,822,166,2978,3086,-108,3674,-696,230,0,272,-42,3680,0,4352,-672,101,18,115,4,822,0,948,-126,160,6,193,-27,90,-7,96,-13,81,-5,84,-8
"921",2018-07-09,108,636,666,-30,528,108,227,3632,86,70,813,174,2996,2774,222,3168,-172,215,12,231,-4,3440,192,3696,-64,113,-5,90,18,777,36,825,-12,165,9,175,-1,87,-1,86,0,72,-2,77,-7
"922",2018-07-10,112,660,696,-36,630,30,236,3776,95,82,840,171,3116,2600,516,3114,2,206,30,234,2,3296,480,3744,32,118,-6,107,5,750,90,834,6,157,14,155,16,100,-5,87,8,87,-5,74,8
