date,country,product_type,revenue
2019-03-06,Germany,Fence,2025
2019-03-06,Sweden,Sensoric Cables,2583
2019-03-07,Zimbabwe,Sensoric Cables,2318
2019-03-07,Sweden,Fence,2719
2019-03-07,Sweden,Monitoring Cameras,2876
2019-03-07,Brazil,Monitoring Cameras,2778
2019-03-08,Spain,Monitoring Cameras,2651
2019-03-08,Germany,Fence,2465
2019-03-08,Brazil,Sensoric Cables,2857
2019-03-08,Spain,Sensoric Cables,2742
2019-03-09,Zimbabwe,Fence,2679
2019-03-09,Sweden,Fence,2742
2019-03-09,Sweden,Sensoric Cables,2849
2019-03-09,Brazil,Monitoring Cameras,2794
2019-03-09,Brazil,Sensoric Cables,2903
2019-03-09,Spain,Sensoric Cables,2096
2019-03-09,Zimbabwe,Sensoric Cables,2492
2019-03-10,Sweden,Monitoring Cameras,2717
2019-03-10,Brazil,Monitoring Cameras,2592
2019-03-10,Sweden,Fence,2895
2019-03-10,Zimbabwe,Monitoring Cameras,2951
2019-03-10,Spain,Sensoric Cables,2242
2019-03-10,Zimbabwe,Fence,2203
2019-03-10,Sweden,Monitoring Cameras,2983
2019-03-10,Zimbabwe,Sensoric Cables,2244
2019-03-11,Spain,Fence,2564
2019-03-11,Germany,Fence,2639
2019-03-11,Spain,Fence,2292
2019-03-11,Brazil,Sensoric Cables,2508
2019-03-11,Brazil,Monitoring Cameras,2473
2019-03-11,Spain,Sensoric Cables,2812
2019-03-11,Zimbabwe,Sensoric Cables,2501
2019-03-11,Sweden,Monitoring Cameras,2040
2019-03-11,Brazil,Monitoring Cameras,2631
2019-03-12,Sweden,Fence,2883
2019-03-12,Zimbabwe,Sensoric Cables,2693
2019-03-12,Brazil,Monitoring Cameras,2745
2019-03-12,Sweden,Fence,2558
2019-03-12,Spain,Sensoric Cables,2643
2019-03-13,Zimbabwe,Monitoring Cameras,2292
2019-03-13,Sweden,Sensoric Cables,2333
2019-03-13,Zimbabwe,Sensoric Cables,2467
2019-03-13,United States of America,Monitoring Cameras,2388
2019-03-13,United States of America,Monitoring Cameras,2251
2019-03-13,Brazil,Monitoring Cameras,2733
2019-03-14,Sweden,Monitoring Cameras,2233
2019-03-14,United States of America,Monitoring Cameras,2292
2019-03-14,Germany,Sensoric Cables,2038
2019-03-14,Zimbabwe,Sensoric Cables,2990
2019-03-14,Spain,Fence,2350
2019-03-14,Brazil,Fence,2343
2019-03-15,Zimbabwe,Monitoring Cameras,2500
2019-03-15,United States of America,Monitoring Cameras,2574
2019-03-15,Germany,Monitoring Cameras,2374
2019-03-15,Spain,Fence,2475
2019-03-15,Zimbabwe,Monitoring Cameras,2907
2019-03-16,Zimbabwe,Fence,2875
2019-03-16,Spain,Sensoric Cables,2933
2019-03-16,Germany,Fence,2347
2019-03-17,Sweden,Monitoring Cameras,2508
2019-03-17,Zimbabwe,Fence,2719
2019-03-17,Zimbabwe,Monitoring Cameras,2102
2019-03-17,Zimbabwe,Monitoring Cameras,2170
2019-03-17,Zimbabwe,Fence,2601
2019-03-17,Brazil,Sensoric Cables,2611
2019-03-17,Zimbabwe,Sensoric Cables,2522
2019-03-17,Sweden,Fence,2246
2019-03-18,Brazil,Monitoring Cameras,2539
2019-03-18,Spain,Sensoric Cables,2742
2019-03-18,Brazil,Fence,2031
2019-03-18,Zimbabwe,Sensoric Cables,2066
2019-03-18,United States of America,Fence,2105
2019-03-18,United States of America,Sensoric Cables,2715
2019-03-18,Germany,Fence,2465
2019-03-18,Brazil,Sensoric Cables,2812
2019-03-18,Sweden,Fence,2868
2019-03-18,Brazil,Monitoring Cameras,2632
2019-03-18,United States of America,Monitoring Cameras,2453
2019-03-18,Zimbabwe,Monitoring Cameras,2159
2019-03-18,Brazil,Monitoring Cameras,2721
2019-03-18,Zimbabwe,Fence,2676
2019-03-19,United States of America,Sensoric Cables,2148
2019-03-19,Brazil,Sensoric Cables,2205
2019-03-19,Germany,Sensoric Cables,2887
2019-03-19,Zimbabwe,Monitoring Cameras,2149
2019-03-19,Brazil,Sensoric Cables,2663
2019-03-19,United States of America,Sensoric Cables,2392
2019-03-19,Zimbabwe,Sensoric Cables,2108
2019-03-19,United States of America,Sensoric Cables,2742
2019-03-19,Zimbabwe,Sensoric Cables,2109
2019-03-20,Zimbabwe,Fence,2272
2019-03-20,Germany,Fence,2157
2019-03-20,Zimbabwe,Monitoring Cameras,2493
2019-03-20,Sweden,Sensoric Cables,2191
2019-03-20,Zimbabwe,Monitoring Cameras,2393
2019-03-21,Sweden,Sensoric Cables,2729
2019-03-21,Germany,Sensoric Cables,2355
2019-03-21,Germany,Fence,2474
2019-03-21,Brazil,Sensoric Cables,2712
2019-03-21,United States of America,Monitoring Cameras,2786
2019-03-22,United States of America,Monitoring Cameras,2614
2019-03-22,Brazil,Fence,2443
2019-03-22,Spain,Sensoric Cables,2825
2019-03-22,Germany,Fence,2258
2019-03-23,Brazil,Sensoric Cables,2372
2019-03-23,Brazil,Monitoring Cameras,2420
2019-03-23,Germany,Sensoric Cables,2859
2019-03-23,Spain,Sensoric Cables,2323
2019-03-23,Spain,Sensoric Cables,2918
2019-03-24,Germany,Sensoric Cables,2970
2019-03-24,Germany,Fence,2199
2019-03-24,Spain,Fence,2353
2019-03-24,Spain,Monitoring Cameras,2167
2019-03-24,Sweden,Fence,2054
2019-03-24,Zimbabwe,Sensoric Cables,2063
2019-03-24,United States of America,Sensoric Cables,2950
2019-03-24,United States of America,Sensoric Cables,2770
2019-03-25,Zimbabwe,Fence,2903
2019-03-25,Brazil,Sensoric Cables,2930
2019-03-25,Spain,Fence,2448
2019-03-25,Spain,Monitoring Cameras,2065
2019-03-25,Zimbabwe,Fence,2471
2019-03-26,Germany,Sensoric Cables,2699
2019-03-26,Germany,Monitoring Cameras,2612
2019-03-26,Sweden,Sensoric Cables,2293
2019-03-26,United States of America,Monitoring Cameras,2397
2019-03-27,Germany,Monitoring Cameras,2340
2019-03-27,Sweden,Sensoric Cables,2234
2019-03-27,Brazil,Monitoring Cameras,2027
2019-03-27,Germany,Fence,2027
2019-03-27,Brazil,Sensoric Cables,2665
2019-03-27,Zimbabwe,Monitoring Cameras,2020
2019-03-27,United States of America,Monitoring Cameras,2771
2019-03-27,United States of America,Sensoric Cables,2285
2019-03-27,United States of America,Fence,2096
2019-03-27,Sweden,Sensoric Cables,2805
2019-03-27,Brazil,Sensoric Cables,2346
2019-03-27,Spain,Monitoring Cameras,2151
2019-03-27,Germany,Sensoric Cables,2923
2019-03-28,Brazil,Sensoric Cables,2886
2019-03-28,Germany,Fence,2946
2019-03-28,Sweden,Fence,2973
2019-03-28,Brazil,Monitoring Cameras,2202
2019-03-28,Sweden,Fence,2313
2019-03-28,Brazil,Fence,2310
2019-03-28,Germany,Monitoring Cameras,2453
2019-03-29,Zimbabwe,Fence,2863
2019-03-29,Brazil,Fence,2672
2019-03-29,United States of America,Fence,2658
2019-03-29,Zimbabwe,Fence,2554
2019-03-29,Brazil,Sensoric Cables,2979
2019-03-29,Spain,Sensoric Cables,2993
2019-03-29,Brazil,Monitoring Cameras,2029
2019-03-29,Zimbabwe,Sensoric Cables,2737
2019-03-29,Spain,Sensoric Cables,2201
2019-03-29,Brazil,Fence,2162
2019-03-30,United States of America,Fence,2333
2019-03-30,Spain,Monitoring Cameras,2543
2019-03-30,Spain,Fence,2023
2019-03-30,Spain,Fence,2636
2019-03-30,Zimbabwe,Sensoric Cables,2048
2019-03-30,Germany,Sensoric Cables,2474
2019-03-31,Spain,Fence,2250
2019-03-31,United States of America,Monitoring Cameras,2271
2019-03-31,Spain,Fence,2047
2019-04-01,Zimbabwe,Fence,2737
2019-04-01,Germany,Fence,2323
2019-04-01,United States of America,Monitoring Cameras,2302
2019-04-01,United States of America,Monitoring Cameras,2481
2019-04-01,Spain,Sensoric Cables,2188
2019-04-01,United States of America,Fence,2876
2019-04-01,Spain,Fence,2617
2019-04-01,United States of America,Fence,2727
2019-04-02,Sweden,Monitoring Cameras,2581
2019-04-02,Germany,Fence,2441
2019-04-02,United States of America,Fence,2985
2019-04-02,United States of America,Monitoring Cameras,2805
2019-04-02,Spain,Sensoric Cables,2714
2019-04-02,Sweden,Sensoric Cables,2077
2019-04-02,Spain,Sensoric Cables,2991
2019-04-03,Sweden,Sensoric Cables,2595
2019-04-03,United States of America,Sensoric Cables,2744
2019-04-03,Spain,Monitoring Cameras,2390
2019-04-03,Zimbabwe,Fence,2964
2019-04-03,Spain,Fence,2565
2019-04-03,United States of America,Sensoric Cables,2965
2019-04-03,Brazil,Sensoric Cables,2001
2019-04-03,Spain,Sensoric Cables,2642
2019-04-03,Zimbabwe,Sensoric Cables,2026
2019-04-03,Sweden,Fence,2087
2019-04-03,Spain,Sensoric Cables,2706
2019-04-04,Sweden,Sensoric Cables,2007
2019-04-04,Spain,Monitoring Cameras,2778
2019-04-04,United States of America,Monitoring Cameras,2837
2019-04-04,Brazil,Fence,2651
2019-04-04,Spain,Sensoric Cables,2972
2019-04-04,Spain,Fence,2473
2019-04-04,Brazil,Sensoric Cables,2640
2019-04-04,Brazil,Fence,2593
2019-04-04,Zimbabwe,Sensoric Cables,2483
2019-04-04,Brazil,Fence,2273
2019-04-04,Germany,Monitoring Cameras,2764
2019-04-04,United States of America,Sensoric Cables,2524
2019-04-05,Brazil,Fence,2530
2019-04-05,Spain,Monitoring Cameras,2095
2019-04-05,Zimbabwe,Monitoring Cameras,2650
2019-04-05,Germany,Fence,2281
2019-04-05,Sweden,Sensoric Cables,2021
2019-04-05,Spain,Monitoring Cameras,2803
2019-04-05,Germany,Fence,2120
2019-04-05,Sweden,Fence,2250
2019-04-06,Sweden,Fence,2405
2019-04-06,Spain,Sensoric Cables,2156
2019-04-06,Zimbabwe,Fence,2826
2019-04-06,Spain,Monitoring Cameras,2379
2019-04-06,United States of America,Sensoric Cables,2150
2019-04-06,Sweden,Fence,2931
2019-04-06,Brazil,Fence,2536
2019-04-06,United States of America,Monitoring Cameras,2137
2019-04-06,Sweden,Fence,2575
2019-04-07,Germany,Monitoring Cameras,2578
2019-04-07,United States of America,Sensoric Cables,2079
2019-04-07,United States of America,Monitoring Cameras,2651
2019-04-07,Germany,Fence,2784
2019-04-07,United States of America,Monitoring Cameras,2017
2019-04-07,Germany,Monitoring Cameras,2160
2019-04-07,Spain,Monitoring Cameras,2104
2019-04-07,Sweden,Monitoring Cameras,2315
2019-04-07,Spain,Monitoring Cameras,2878
2019-04-08,United States of America,Fence,2252
2019-04-08,Sweden,Fence,2584
2019-04-08,Sweden,Fence,2266
2019-04-08,Zimbabwe,Sensoric Cables,2563
2019-04-08,Sweden,Monitoring Cameras,2230
2019-04-08,Spain,Fence,2558
2019-04-08,Zimbabwe,Sensoric Cables,2232
2019-04-09,Germany,Fence,2083
2019-04-09,Spain,Sensoric Cables,2300
2019-04-09,Spain,Sensoric Cables,2133
2019-04-09,Zimbabwe,Fence,2022
2019-04-09,United States of America,Fence,2481
2019-04-09,Spain,Fence,2589
2019-04-09,Sweden,Fence,2410
2019-04-10,Sweden,Monitoring Cameras,2059
2019-04-10,Zimbabwe,Monitoring Cameras,2891
2019-04-10,United States of America,Sensoric Cables,2442
2019-04-10,United States of America,Fence,2778
2019-04-10,United States of America,Sensoric Cables,2569
2019-04-10,Sweden,Sensoric Cables,2491
2019-04-11,Zimbabwe,Fence,2939
2019-04-11,Sweden,Fence,2832
2019-04-11,United States of America,Sensoric Cables,2884
2019-04-11,Germany,Fence,2304
2019-04-12,Zimbabwe,Sensoric Cables,2264
2019-04-12,Sweden,Fence,2726
2019-04-12,United States of America,Fence,2373
2019-04-12,Spain,Sensoric Cables,2913
2019-04-12,Brazil,Monitoring Cameras,2398
2019-04-12,Brazil,Monitoring Cameras,2995
2019-04-12,Germany,Sensoric Cables,2043
2019-04-13,Zimbabwe,Fence,2724
2019-04-13,Brazil,Monitoring Cameras,2883
2019-04-13,Zimbabwe,Monitoring Cameras,2673
2019-04-13,United States of America,Monitoring Cameras,2104
2019-04-13,Brazil,Fence,2797
2019-04-14,Zimbabwe,Sensoric Cables,2159
2019-04-14,Germany,Fence,2197
2019-04-14,Sweden,Fence,2499
2019-04-14,Spain,Sensoric Cables,2991
2019-04-14,Brazil,Fence,2697
2019-04-15,Germany,Sensoric Cables,2908
2019-04-15,United States of America,Sensoric Cables,2165
2019-04-15,Zimbabwe,Fence,2641
2019-04-16,Germany,Monitoring Cameras,2062
2019-04-16,Brazil,Monitoring Cameras,2052
2019-04-16,Germany,Fence,2867
2019-04-16,Germany,Sensoric Cables,2947
2019-04-16,Sweden,Monitoring Cameras,2487
2019-04-16,Germany,Sensoric Cables,2256
2019-04-17,Spain,Fence,2526
2019-04-17,Brazil,Fence,2757
2019-04-17,Brazil,Fence,2759
2019-04-17,Zimbabwe,Fence,2467
2019-04-17,Germany,Sensoric Cables,2001
2019-04-17,Brazil,Sensoric Cables,2536
2019-04-17,Zimbabwe,Fence,2489
2019-04-17,Zimbabwe,Monitoring Cameras,2618
2019-04-18,Sweden,Monitoring Cameras,2107
2019-04-18,United States of America,Sensoric Cables,2509
2019-04-18,Sweden,Fence,2391
2019-04-18,Spain,Sensoric Cables,2993
2019-04-18,Sweden,Fence,2410
2019-04-19,Brazil,Monitoring Cameras,2425
2019-04-19,Zimbabwe,Fence,2562
2019-04-19,United States of America,Monitoring Cameras,2938
2019-04-19,United States of America,Monitoring Cameras,2435
2019-04-19,United States of America,Sensoric Cables,2272
2019-04-19,Germany,Sensoric Cables,2129
2019-04-19,Sweden,Fence,2338
2019-04-19,Sweden,Monitoring Cameras,2192
2019-04-19,Spain,Monitoring Cameras,2326
2019-04-19,Brazil,Sensoric Cables,2277
2019-04-19,Brazil,Fence,2787
2019-04-19,Sweden,Fence,2749
2019-04-19,Sweden,Sensoric Cables,2767
2019-04-19,Sweden,Fence,2431
2019-04-20,United States of America,Monitoring Cameras,2417
2019-04-20,Germany,Monitoring Cameras,2936
2019-04-21,United States of America,Monitoring Cameras,2844
2019-04-21,Germany,Monitoring Cameras,2008
2019-04-21,Germany,Monitoring Cameras,2853
2019-04-21,Brazil,Fence,2314
2019-04-21,Spain,Sensoric Cables,2445
2019-04-21,Sweden,Fence,2411
2019-04-21,Spain,Sensoric Cables,2087
2019-04-22,Sweden,Monitoring Cameras,2264
2019-04-22,United States of America,Sensoric Cables,2874
2019-04-22,Brazil,Fence,2166
2019-04-22,United States of America,Fence,2171
2019-04-22,Zimbabwe,Fence,2981
2019-04-23,United States of America,Monitoring Cameras,2132
2019-04-23,United States of America,Fence,2206
2019-04-23,Zimbabwe,Sensoric Cables,2545
2019-04-23,Brazil,Monitoring Cameras,2793
2019-04-24,United States of America,Sensoric Cables,2673
2019-04-24,Germany,Sensoric Cables,2208
2019-04-24,United States of America,Fence,2233
2019-04-24,United States of America,Sensoric Cables,2570
2019-04-24,Germany,Monitoring Cameras,2760
2019-04-24,Brazil,Sensoric Cables,2016
2019-04-24,Brazil,Sensoric Cables,2614
2019-04-24,Zimbabwe,Fence,2059
2019-04-24,Brazil,Fence,2160
2019-04-24,Germany,Fence,2617
2019-04-25,Brazil,Monitoring Cameras,2292
2019-04-25,Brazil,Sensoric Cables,2655
2019-04-25,Sweden,Sensoric Cables,2204
2019-04-25,United States of America,Sensoric Cables,2712
2019-04-25,Zimbabwe,Sensoric Cables,2350
2019-04-25,Zimbabwe,Monitoring Cameras,2940
2019-04-25,United States of America,Monitoring Cameras,2489
2019-04-26,Germany,Monitoring Cameras,2850
2019-04-26,Sweden,Sensoric Cables,2071
2019-04-26,Spain,Monitoring Cameras,2256
2019-04-26,Zimbabwe,Monitoring Cameras,2565
2019-04-26,Spain,Fence,2826
2019-04-26,Sweden,Sensoric Cables,2419
2019-04-27,United States of America,Monitoring Cameras,2377
2019-04-27,Spain,Fence,2343
2019-04-27,Spain,Monitoring Cameras,2560
2019-04-27,Spain,Monitoring Cameras,2966
2019-04-27,Zimbabwe,Fence,2259
2019-04-27,Germany,Monitoring Cameras,2082
2019-04-28,United States of America,Monitoring Cameras,2044
2019-04-28,Spain,Sensoric Cables,2325
2019-04-28,Germany,Sensoric Cables,2057
2019-04-28,Zimbabwe,Monitoring Cameras,2986
2019-04-28,Brazil,Sensoric Cables,2331
2019-04-28,Brazil,Monitoring Cameras,2079
2019-04-28,Zimbabwe,Fence,2037
2019-04-28,Spain,Sensoric Cables,2266
2019-04-29,United States of America,Monitoring Cameras,2142
2019-04-29,United States of America,Sensoric Cables,2699
2019-04-29,Germany,Fence,2910
2019-04-29,Sweden,Sensoric Cables,2188
2019-04-29,Sweden,Fence,2376
2019-04-29,Spain,Sensoric Cables,2053
2019-04-29,Brazil,Monitoring Cameras,2419
2019-04-29,Zimbabwe,Fence,2465
2019-04-29,Spain,Fence,2668
2019-04-30,Germany,Monitoring Cameras,2080
2019-04-30,Brazil,Sensoric Cables,2900
2019-04-30,Spain,Sensoric Cables,2884
2019-04-30,Spain,Sensoric Cables,2344
2019-04-30,Spain,Sensoric Cables,2335
2019-05-01,Brazil,Sensoric Cables,2422
2019-05-01,Zimbabwe,Monitoring Cameras,2564
2019-05-01,Brazil,Fence,2618
2019-05-01,Germany,Sensoric Cables,2305
2019-05-01,Sweden,Monitoring Cameras,2368
2019-05-01,Sweden,Sensoric Cables,2907
2019-05-01,Brazil,Sensoric Cables,2784
2019-05-02,United States of America,Sensoric Cables,2190
2019-05-02,United States of America,Sensoric Cables,2934
2019-05-02,Zimbabwe,Fence,2616
2019-05-02,Germany,Monitoring Cameras,2384
2019-05-02,Zimbabwe,Fence,2170
2019-05-02,United States of America,Sensoric Cables,2745
2019-05-02,Brazil,Monitoring Cameras,2337
2019-05-02,United States of America,Monitoring Cameras,2315
2019-05-03,Germany,Sensoric Cables,2291
2019-05-03,Sweden,Fence,2056
2019-05-03,Germany,Monitoring Cameras,2806
2019-05-03,United States of America,Monitoring Cameras,2382
2019-05-03,Germany,Sensoric Cables,2610
2019-05-03,Brazil,Monitoring Cameras,2801
2019-05-03,Spain,Fence,2517
2019-05-03,Sweden,Monitoring Cameras,2763
2019-05-03,Brazil,Fence,2730
2019-05-03,Zimbabwe,Fence,2164
2019-05-03,Germany,Fence,2741
2019-05-04,United States of America,Monitoring Cameras,2382
2019-05-04,Sweden,Monitoring Cameras,2325
2019-05-04,Sweden,Fence,2629
2019-05-04,Germany,Monitoring Cameras,2131
2019-05-04,Brazil,Sensoric Cables,2181
2019-05-04,United States of America,Sensoric Cables,2383
2019-05-05,Zimbabwe,Fence,2217
2019-05-05,Sweden,Monitoring Cameras,2711
2019-05-05,Germany,Sensoric Cables,2401
2019-05-05,Germany,Fence,2816
2019-05-05,Zimbabwe,Fence,2646
2019-05-05,Spain,Monitoring Cameras,2179
2019-05-05,United States of America,Fence,2552
2019-05-05,Brazil,Monitoring Cameras,2134
2019-05-06,Spain,Monitoring Cameras,2080
2019-05-06,Brazil,Monitoring Cameras,2245
2019-05-06,Brazil,Monitoring Cameras,2016
2019-05-06,Brazil,Monitoring Cameras,2819
2019-05-06,United States of America,Sensoric Cables,2778
2019-05-06,Germany,Fence,2539
2019-05-06,Sweden,Fence,2119
2019-05-07,Sweden,Sensoric Cables,2086
2019-05-07,Germany,Sensoric Cables,2200
2019-05-07,Spain,Monitoring Cameras,2883
2019-05-07,Germany,Monitoring Cameras,2740
2019-05-07,Brazil,Sensoric Cables,2291
2019-05-07,Zimbabwe,Sensoric Cables,2092
2019-05-07,Brazil,Monitoring Cameras,2455
2019-05-07,Germany,Sensoric Cables,2837
2019-05-07,Spain,Monitoring Cameras,2966
2019-05-07,Spain,Sensoric Cables,2750
2019-05-07,Spain,Fence,2869
2019-05-07,Spain,Monitoring Cameras,2221
2019-05-07,Brazil,Fence,2025
2019-05-07,Spain,Monitoring Cameras,2134
2019-05-08,Brazil,Monitoring Cameras,2698
2019-05-08,Spain,Fence,2386
2019-05-08,Spain,Fence,2057
2019-05-08,Spain,Sensoric Cables,2657
2019-05-08,Brazil,Monitoring Cameras,2696
2019-05-08,Zimbabwe,Monitoring Cameras,2347
2019-05-08,Germany,Fence,2242
2019-05-08,Spain,Sensoric Cables,2952
2019-05-08,Zimbabwe,Fence,2447
2019-05-08,Sweden,Sensoric Cables,2756
2019-05-08,United States of America,Sensoric Cables,2417
2019-05-09,Spain,Monitoring Cameras,2186
2019-05-09,Sweden,Sensoric Cables,2320
2019-05-09,Spain,Monitoring Cameras,2897
2019-05-09,Sweden,Fence,2608
2019-05-09,United States of America,Fence,2372
2019-05-09,Germany,Sensoric Cables,2511
2019-05-09,Zimbabwe,Fence,2355
2019-05-09,United States of America,Monitoring Cameras,2725
2019-05-09,Spain,Fence,2059
2019-05-09,Spain,Monitoring Cameras,2239
2019-05-09,Spain,Monitoring Cameras,2784
2019-05-09,Sweden,Monitoring Cameras,2979
2019-05-09,Brazil,Fence,2768
2019-05-09,Brazil,Monitoring Cameras,2711
2019-05-10,United States of America,Monitoring Cameras,2892
2019-05-10,Brazil,Fence,2515
2019-05-11,Spain,Fence,2552
2019-05-11,Sweden,Fence,2420
2019-05-12,United States of America,Monitoring Cameras,2808
2019-05-12,Spain,Monitoring Cameras,2616
2019-05-12,Zimbabwe,Monitoring Cameras,2029
2019-05-12,Sweden,Fence,2392
2019-05-13,Spain,Monitoring Cameras,2328
2019-05-13,United States of America,Sensoric Cables,2157
2019-05-13,Germany,Fence,2788
2019-05-13,Zimbabwe,Monitoring Cameras,2771
2019-05-13,Sweden,Monitoring Cameras,2812
2019-05-13,Germany,Monitoring Cameras,2041
2019-05-13,Germany,Monitoring Cameras,2072
2019-05-13,Brazil,Sensoric Cables,2594
2019-05-14,Zimbabwe,Fence,2973
2019-05-14,Germany,Monitoring Cameras,2140
2019-05-14,Sweden,Fence,2515
2019-05-14,United States of America,Fence,2363
2019-05-14,Brazil,Monitoring Cameras,2371
2019-05-15,Sweden,Fence,2128
2019-05-15,Germany,Monitoring Cameras,2221
2019-05-15,United States of America,Monitoring Cameras,2349
2019-05-15,United States of America,Monitoring Cameras,2471
2019-05-15,Germany,Monitoring Cameras,2296
2019-05-15,United States of America,Sensoric Cables,2144
2019-05-15,United States of America,Monitoring Cameras,2789
2019-05-15,Zimbabwe,Monitoring Cameras,2395
2019-05-15,Germany,Monitoring Cameras,2293
2019-05-15,Germany,Sensoric Cables,2125
2019-05-15,Brazil,Fence,2667
2019-05-16,Sweden,Fence,2302
2019-05-16,Sweden,Monitoring Cameras,2952
2019-05-16,Spain,Monitoring Cameras,2492
2019-05-16,Spain,Monitoring Cameras,2420
2019-05-16,Brazil,Fence,2396
2019-05-16,Brazil,Monitoring Cameras,2040
2019-05-16,Sweden,Fence,2748
2019-05-16,Zimbabwe,Fence,2065
2019-05-16,Spain,Sensoric Cables,2519
2019-05-17,United States of America,Monitoring Cameras,2790
2019-05-17,Zimbabwe,Fence,2125
2019-05-17,Brazil,Fence,2369
2019-05-17,Germany,Monitoring Cameras,2971
2019-05-17,Brazil,Fence,2610
2019-05-18,Spain,Sensoric Cables,2796
2019-05-18,Sweden,Fence,2390
2019-05-18,United States of America,Sensoric Cables,2343
2019-05-18,Germany,Sensoric Cables,2240
2019-05-18,Germany,Fence,2258
2019-05-18,United States of America,Fence,2345
2019-05-18,Sweden,Monitoring Cameras,2893
2019-05-18,Germany,Sensoric Cables,2023
2019-05-18,Zimbabwe,Sensoric Cables,2520
2019-05-18,Brazil,Sensoric Cables,2838
2019-05-18,Sweden,Sensoric Cables,2019
2019-05-18,Zimbabwe,Sensoric Cables,2181
2019-05-18,Brazil,Sensoric Cables,2603
2019-05-18,Sweden,Monitoring Cameras,2150
2019-05-19,Brazil,Fence,2012
2019-05-19,Zimbabwe,Sensoric Cables,2531
2019-05-19,Zimbabwe,Fence,2275
2019-05-19,Germany,Monitoring Cameras,2971
2019-05-19,Zimbabwe,Monitoring Cameras,2876
2019-05-20,Brazil,Monitoring Cameras,2824
2019-05-20,Brazil,Sensoric Cables,2118
2019-05-20,United States of America,Fence,2798
2019-05-20,Germany,Sensoric Cables,2834
2019-05-20,Sweden,Sensoric Cables,2063
2019-05-21,Spain,Monitoring Cameras,2332
2019-05-21,Sweden,Sensoric Cables,2769
2019-05-21,Sweden,Monitoring Cameras,2097
2019-05-22,Sweden,Sensoric Cables,2760
2019-05-22,Zimbabwe,Fence,2453
2019-05-22,United States of America,Sensoric Cables,2875
2019-05-22,Zimbabwe,Monitoring Cameras,2023
2019-05-22,Germany,Fence,2444
2019-05-22,Sweden,Sensoric Cables,2787
2019-05-22,Brazil,Monitoring Cameras,2742
2019-05-23,Zimbabwe,Sensoric Cables,2122
2019-05-23,Zimbabwe,Fence,2387
2019-05-23,Sweden,Fence,2460
2019-05-23,United States of America,Sensoric Cables,2448
2019-05-23,Sweden,Sensoric Cables,2696
2019-05-23,United States of America,Fence,2990
2019-05-23,Zimbabwe,Sensoric Cables,2963
2019-05-23,Spain,Sensoric Cables,2323
2019-05-23,Germany,Sensoric Cables,2221
2019-05-24,United States of America,Fence,2444
2019-05-24,United States of America,Fence,2686
2019-05-24,Germany,Monitoring Cameras,2828
2019-05-24,Sweden,Fence,2770
2019-05-24,Brazil,Fence,2069
2019-05-24,Spain,Monitoring Cameras,2690
2019-05-25,United States of America,Sensoric Cables,2503
2019-05-25,United States of America,Fence,2460
2019-05-25,Germany,Sensoric Cables,2103
2019-05-25,United States of America,Fence,2391
2019-05-25,Spain,Sensoric Cables,2751
2019-05-25,Zimbabwe,Monitoring Cameras,2475
2019-05-25,Spain,Sensoric Cables,2481
2019-05-25,Spain,Monitoring Cameras,2007
2019-05-25,Zimbabwe,Sensoric Cables,2563
2019-05-26,Brazil,Fence,2613
2019-05-26,Germany,Monitoring Cameras,2029
2019-05-26,Zimbabwe,Fence,2274
2019-05-26,Spain,Fence,2214
2019-05-27,Germany,Sensoric Cables,2351
2019-05-27,Spain,Monitoring Cameras,2440
2019-05-27,Spain,Sensoric Cables,2455
2019-05-27,Spain,Sensoric Cables,2259
2019-05-27,Brazil,Sensoric Cables,2340
2019-05-27,Spain,Fence,2445
2019-05-27,Germany,Fence,2121
2019-05-27,Brazil,Fence,2500
2019-05-28,Germany,Fence,2161
2019-05-28,Sweden,Fence,2472
2019-05-28,Spain,Sensoric Cables,2105
2019-05-28,Sweden,Fence,2862
2019-05-28,Brazil,Sensoric Cables,2730
2019-05-28,Brazil,Sensoric Cables,2469
2019-05-28,Sweden,Fence,2504
2019-05-28,Germany,Sensoric Cables,2255
2019-05-28,Sweden,Fence,2536
2019-05-29,United States of America,Monitoring Cameras,2289
2019-05-29,Spain,Monitoring Cameras,2450
2019-05-29,Sweden,Sensoric Cables,2972
2019-05-29,Spain,Fence,2889
2019-05-29,Sweden,Fence,2190
2019-05-29,Zimbabwe,Fence,2043
2019-05-30,Zimbabwe,Monitoring Cameras,2594
2019-05-30,Spain,Monitoring Cameras,2030
2019-05-30,Spain,Sensoric Cables,2961
2019-05-30,Germany,Monitoring Cameras,2855
2019-05-31,Zimbabwe,Sensoric Cables,2454
2019-05-31,United States of America,Fence,2363
2019-05-31,Sweden,Fence,2032
2019-05-31,United States of America,Sensoric Cables,2290
2019-05-31,Spain,Sensoric Cables,2053
2019-05-31,Spain,Sensoric Cables,2471
2019-05-31,Sweden,Monitoring Cameras,2121
2019-06-01,Germany,Fence,2993
2019-06-01,Zimbabwe,Fence,2474
2019-06-02,Zimbabwe,Monitoring Cameras,2440
2019-06-02,Germany,Fence,2465
2019-06-02,United States of America,Sensoric Cables,2629
2019-06-02,Spain,Sensoric Cables,2104
2019-06-02,Spain,Monitoring Cameras,2263
2019-06-02,Zimbabwe,Fence,2952
2019-06-02,Germany,Sensoric Cables,2640
2019-06-03,Brazil,Sensoric Cables,2637
2019-06-03,Sweden,Monitoring Cameras,2833
